15,1,2021,12:04:02,AM,28.63
15,1,2021,12:09:02,AM,28.66
15,1,2021,12:14:34,AM,28.6
15,1,2021,12:19:03,AM,28.6
15,1,2021,12:24:03,AM,28.63
15,1,2021,12:30:06,AM,28.63
15,1,2021,12:34:03,AM,28.67
15,1,2021,12:39:34,AM,28.66
15,1,2021,12:44:34,AM,28.67
15,1,2021,12:49:03,AM,28.66
15,1,2021,12:54:02,AM,28.7
15,1,2021,12:59:03,AM,28.67
15,1,2021,1:04:03,AM,28.66
15,1,2021,1:09:02,AM,28.67
15,1,2021,1:14:03,AM,28.67
15,1,2021,1:19:02,AM,28.6
15,1,2021,1:24:02,AM,28.63
15,1,2021,1:29:02,AM,28.6
15,1,2021,1:34:02,AM,28.63
15,1,2021,1:39:02,AM,28.63
15,1,2021,1:44:02,AM,28.56
15,1,2021,1:49:02,AM,28.57
15,1,2021,1:54:02,AM,28.6
15,1,2021,1:59:03,AM,28.6
15,1,2021,2:04:03,AM,28.6
15,1,2021,2:09:03,AM,28.53
15,1,2021,2:14:03,AM,28.53
15,1,2021,2:19:34,AM,28.53
15,1,2021,2:24:04,AM,28.46
15,1,2021,2:29:03,AM,28.43
15,1,2021,2:34:02,AM,28.46
15,1,2021,2:39:02,AM,28.4
15,1,2021,2:44:02,AM,28.4
15,1,2021,2:49:02,AM,28.36
15,1,2021,2:54:02,AM,28.3
15,1,2021,2:59:02,AM,28.33
15,1,2021,3:04:03,AM,28.33
15,1,2021,3:09:34,AM,28.3
15,1,2021,3:14:03,AM,28.3
15,1,2021,3:19:03,AM,28.33
15,1,2021,3:24:03,AM,28.3
15,1,2021,3:29:03,AM,28.33
15,1,2021,3:34:03,AM,28.37
15,1,2021,3:39:03,AM,28.37
15,1,2021,3:44:03,AM,28.3
15,1,2021,3:49:04,AM,28.3
15,1,2021,3:54:03,AM,28.3
15,1,2021,3:59:02,AM,28.26
15,1,2021,4:04:02,AM,28.27
15,1,2021,4:09:02,AM,28.23
15,1,2021,4:14:02,AM,28.2
15,1,2021,4:19:03,AM,28.23
15,1,2021,4:24:02,AM,28.2
15,1,2021,4:29:02,AM,28.2
15,1,2021,4:34:03,AM,28.2
15,1,2021,4:39:03,AM,28.23
15,1,2021,4:44:03,AM,28.2
15,1,2021,4:49:34,AM,28.2
15,1,2021,4:54:03,AM,28.2
15,1,2021,5:00:06,AM,28.2
15,1,2021,5:04:03,AM,28.2
15,1,2021,5:09:03,AM,28.16
15,1,2021,5:14:02,AM,28.2
15,1,2021,5:19:02,AM,28.2
15,1,2021,5:24:02,AM,28.17
15,1,2021,5:29:02,AM,28.2
15,1,2021,5:34:02,AM,28.23
15,1,2021,5:39:03,AM,28.2
15,1,2021,5:44:03,AM,28.2
15,1,2021,5:49:03,AM,28.16
15,1,2021,5:54:03,AM,28.17
15,1,2021,5:59:03,AM,28.2
15,1,2021,6:04:03,AM,28.2
15,1,2021,6:09:35,AM,28.23
15,1,2021,6:14:34,AM,28.2
15,1,2021,6:19:03,AM,28.17
15,1,2021,6:24:03,AM,28.27
15,1,2021,6:29:02,AM,28.3
15,1,2021,6:34:34,AM,28.3
15,1,2021,6:39:02,AM,28.3
15,1,2021,6:44:02,AM,28.23
15,1,2021,6:49:02,AM,28.3
15,1,2021,6:54:03,AM,28.3
15,1,2021,6:59:03,AM,28.33
15,1,2021,7:04:03,AM,28.33
15,1,2021,7:09:03,AM,28.43
15,1,2021,7:14:03,AM,28.43
15,1,2021,7:19:03,AM,28.57
15,1,2021,7:25:06,AM,28.63
15,1,2021,7:29:03,AM,28.6
15,1,2021,7:34:03,AM,28.7
15,1,2021,7:39:03,AM,28.86
15,1,2021,7:44:03,AM,29.07
15,1,2021,7:49:35,AM,28.96
15,1,2021,7:54:03,AM,29.03
15,1,2021,7:59:04,AM,29
15,1,2021,8:04:35,AM,29.07
15,1,2021,8:09:02,AM,29.23
15,1,2021,8:14:02,AM,29.23
15,1,2021,8:19:02,AM,29.27
15,1,2021,8:24:03,AM,29.3
15,1,2021,8:29:03,AM,29.17
15,1,2021,8:34:34,AM,29.26
15,1,2021,8:39:34,AM,29.3
15,1,2021,8:44:03,AM,29.26
15,1,2021,8:49:03,AM,29.37
15,1,2021,8:54:03,AM,29.3
15,1,2021,8:59:03,AM,29.4
15,1,2021,9:04:03,AM,29.73
15,1,2021,9:09:03,AM,29.83
15,1,2021,9:14:03,AM,29.8
15,1,2021,9:19:35,AM,30.06
15,1,2021,9:24:34,AM,30.33
15,1,2021,9:29:03,AM,30.56
15,1,2021,9:34:03,AM,30.4
15,1,2021,9:39:03,AM,30.5
15,1,2021,9:44:03,AM,30.33
15,1,2021,9:49:03,AM,30.6
15,1,2021,9:54:03,AM,30.53
15,1,2021,9:59:02,AM,30.43
15,1,2021,10:04:02,AM,30.5
15,1,2021,10:09:02,AM,31.16
15,1,2021,10:14:03,AM,30.97
15,1,2021,10:19:03,AM,31.53
15,1,2021,10:24:03,AM,31.9
15,1,2021,10:29:03,AM,31.6
15,1,2021,10:34:03,AM,32.57
15,1,2021,10:39:03,AM,31.73
15,1,2021,10:44:34,AM,31.17
15,1,2021,10:49:03,AM,31.5
15,1,2021,10:54:03,AM,32.13
15,1,2021,10:59:03,AM,32.53
15,1,2021,11:04:03,AM,32.23
15,1,2021,11:09:35,AM,31.86
15,1,2021,11:14:03,AM,31.73
15,1,2021,11:19:02,AM,32.33
15,1,2021,11:24:02,AM,32.26
15,1,2021,11:29:34,AM,32.9
15,1,2021,11:34:34,AM,32.2
15,1,2021,11:39:03,AM,32.53
15,1,2021,11:44:03,AM,32.46
15,1,2021,11:49:03,AM,32.3
15,1,2021,11:54:03,AM,32.9
15,1,2021,11:59:03,AM,32.6
15,1,2021,12:04:34,PM,32.57
15,1,2021,12:09:03,PM,32.1
15,1,2021,12:14:03,PM,32.33
15,1,2021,12:19:35,PM,31.93
15,1,2021,12:24:03,PM,32.37
15,1,2021,12:29:03,PM,32.67
15,1,2021,12:34:03,PM,31.83
15,1,2021,12:39:03,PM,32.2
15,1,2021,12:44:02,PM,32.16
15,1,2021,12:49:03,PM,32.27
15,1,2021,12:54:03,PM,32.1
15,1,2021,12:59:03,PM,32.07
15,1,2021,1:04:03,PM,32.17
15,1,2021,1:09:03,PM,31.76
15,1,2021,1:14:03,PM,31.6
15,1,2021,1:19:03,PM,31.7
15,1,2021,1:24:04,PM,31.6
15,1,2021,1:29:35,PM,31.9
15,1,2021,1:34:03,PM,31.53
15,1,2021,1:40:06,PM,31.77
15,1,2021,1:44:03,PM,31.8
15,1,2021,1:49:03,PM,31.9
15,1,2021,1:54:34,PM,31.93
15,1,2021,1:59:03,PM,32.57
